Type,School Year,County,District,School,Agency Name,Dropout Rate,DataAsOf
DI,20102011,41,0504,000,AURORA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,41,0504,000,AURORA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,41,0504,000,AURORA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,41,0504,000,AURORA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,41,0504,000,AURORA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,42,0002,000,ALMA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,42,0002,000,ALMA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,42,0002,000,ALMA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,42,0002,000,ALMA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,42,0002,000,ALMA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,44,0070,000,HITCHCOCK CO SCH SYSTEM,-1.0000,11/09/2012
DI,20112012,44,0070,000,HITCHCOCK CO SCH SYSTEM,-1.0000,11/09/2012
DI,20132014,44,0070,000,HITCHCOCK CO SCH SYSTEM,-1.0000,11/17/2014
DI,20142015,44,0070,000,HITCHCOCK CO SCH SYSTEM,-1.0000,11/13/2015
DI,20152016,44,0070,000,HITCHCOCK CO SCH SYSTEM,-1.0000,12/02/2016
DI,20102011,45,0007,000,O'NEILL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,45,0007,000,O'NEILL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,45,0007,000,O'NEILL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,45,0007,000,O'NEILL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,45,0007,000,O'NEILL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,45,0029,000,EWING PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,45,0029,000,EWING PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,45,0029,000,EWING PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,45,0029,000,EWING PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,45,0029,000,EWING PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,45,0044,000,STUART PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,45,0044,000,STUART PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,45,0044,000,STUART PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,45,0044,000,STUART PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,45,0044,000,STUART PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,45,0137,000,CHAMBERS PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,45,0137,000,CHAMBERS PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,45,0137,000,CHAMBERS PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,45,0137,000,CHAMBERS PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,45,0137,000,CHAMBERS PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,45,0239,000,WEST HOLT PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,45,0239,000,WEST HOLT PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,45,0239,000,WEST HOLT PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,45,0239,000,WEST HOLT PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,45,0239,000,WEST HOLT PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,46,0001,000,MULLEN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,46,0001,000,MULLEN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,46,0001,000,MULLEN PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,46,0001,000,MULLEN PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,46,0001,000,MULLEN PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,47,0001,000,ST PAUL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,47,0001,000,ST PAUL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,47,0001,000,ST PAUL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,47,0001,000,ST PAUL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,47,0001,000,ST PAUL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,47,0100,000,CENTURA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,47,0100,000,CENTURA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,47,0100,000,CENTURA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,47,0100,000,CENTURA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,47,0100,000,CENTURA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,47,0103,000,ELBA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,47,0103,000,ELBA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,47,0103,000,ELBA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,47,0103,000,ELBA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,47,0103,000,ELBA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,48,0008,000,FAIRBURY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,48,0008,000,FAIRBURY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,48,0008,000,FAIRBURY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,48,0008,000,FAIRBURY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,48,0008,000,FAIRBURY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,48,0303,000,MERIDIAN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,48,0303,000,MERIDIAN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,48,0303,000,MERIDIAN PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,48,0303,000,MERIDIAN PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,48,0303,000,MERIDIAN PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,49,0033,000,STERLING PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,49,0033,000,STERLING PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,49,0033,000,STERLING PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,49,0033,000,STERLING PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,49,0033,000,STERLING PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,-1.0000,11/09/2012
DI,20112012,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,-1.0000,11/09/2012
DI,20132014,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,-1.0000,11/17/2014
DI,20142015,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,-1.0000,11/13/2015
DI,20152016,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,-1.0000,12/02/2016
DI,20102011,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,50,0501,000,AXTELL COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,50,0501,000,AXTELL COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,50,0501,000,AXTELL COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,50,0501,000,AXTELL COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,50,0501,000,AXTELL COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,50,0503,000,MINDEN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,50,0503,000,MINDEN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,50,0503,000,MINDEN PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,50,0503,000,MINDEN PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,50,0503,000,MINDEN PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,51,0001,000,OGALLALA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.0231,11/09/2012
DI,20132014,51,0001,000,OGALLALA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,51,0001,000,OGALLALA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,51,0001,000,OGALLALA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,-1.0000,11/09/2012
DI,20112012,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,-1.0000,11/09/2012
DI,20132014,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,-1.0000,11/17/2014
DI,20142015,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,-1.0000,11/13/2015
DI,20152016,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,-1.0000,12/02/2016
DI,20102011,52,0100,000,KEYA PAHA COUNTY SCHOOLS,-1.0000,11/09/2012
DI,20112012,52,0100,000,KEYA PAHA COUNTY SCHOOLS,-1.0000,11/09/2012
DI,20132014,52,0100,000,KEYA PAHA COUNTY SCHOOLS,-1.0000,11/17/2014
DI,20142015,52,0100,000,KEYA PAHA COUNTY SCHOOLS,-1.0000,11/13/2015
DI,20152016,52,0100,000,KEYA PAHA COUNTY SCHOOLS,-1.0000,12/02/2016
DI,20102011,53,0001,000,KIMBALL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,53,0001,000,KIMBALL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,53,0001,000,KIMBALL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,53,0001,000,KIMBALL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,53,0001,000,KIMBALL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,54,0013,000,CREIGHTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,54,0013,000,CREIGHTON COMMUNITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,54,0013,000,CREIGHTON COMMUNITY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,54,0013,000,CREIGHTON COMMUNITY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,54,0013,000,CREIGHTON COMMUNITY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,54,0096,000,CROFTON COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,54,0096,000,CROFTON COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,54,0096,000,CROFTON COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,54,0096,000,CROFTON COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,54,0096,000,CROFTON COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,54,0501,000,NIOBRARA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,54,0501,000,NIOBRARA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,54,0501,000,NIOBRARA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,54,0501,000,NIOBRARA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,54,0501,000,NIOBRARA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,54,0505,000,SANTEE COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,54,0505,000,SANTEE COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,54,0505,000,SANTEE COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,54,0505,000,SANTEE COMMUNITY SCHOOLS,0.1791,11/13/2015
DI,20152016,54,0505,000,SANTEE COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,54,0576,000,WAUSA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,54,0576,000,WAUSA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,54,0576,000,WAUSA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,54,0576,000,WAUSA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,54,0576,000,WAUSA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0236,11/09/2012
DI,20112012,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0202,11/09/2012
DI,20132014,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0151,11/17/2014
DI,20142015,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0166,11/13/2015
DI,20152016,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0202,12/02/2016
DI,20102011,55,0145,000,WAVERLY SCHOOL DISTRICT 145,-1.0000,11/09/2012
DI,20112012,55,0145,000,WAVERLY SCHOOL DISTRICT 145,-1.0000,11/09/2012
DI,20132014,55,0145,000,WAVERLY SCHOOL DISTRICT 145,-1.0000,11/17/2014
DI,20142015,55,0145,000,WAVERLY SCHOOL DISTRICT 145,-1.0000,11/13/2015
DI,20152016,55,0145,000,WAVERLY SCHOOL DISTRICT 145,-1.0000,12/02/2016
DI,20102011,55,0148,000,MALCOLM PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,55,0148,000,MALCOLM PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,55,0148,000,MALCOLM PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,55,0148,000,MALCOLM PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,55,0148,000,MALCOLM PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,55,0160,000,NORRIS SCHOOL DIST 160,-1.0000,11/09/2012
DI,20112012,55,0160,000,NORRIS SCHOOL DIST 160,-1.0000,11/09/2012
DI,20132014,55,0160,000,NORRIS SCHOOL DIST 160,-1.0000,11/17/2014
DI,20142015,55,0160,000,NORRIS SCHOOL DIST 160,-1.0000,11/13/2015
DI,20152016,55,0160,000,NORRIS SCHOOL DIST 160,-1.0000,12/02/2016
DI,20102011,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,55,0161,000,RAYMOND CENTRAL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.0180,11/09/2012
DI,20112012,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.0222,11/09/2012
DI,20132014,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.0103,11/17/2014
DI,20142015,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.0179,11/13/2015
DI,20152016,56,0001,000,NORTH PLATTE PUBLIC SCHOOLS,0.0132,12/02/2016
DI,20102011,56,0006,000,BRADY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,56,0006,000,BRADY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,56,0006,000,BRADY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,56,0006,000,BRADY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,56,0006,000,BRADY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,56,0007,000,MAXWELL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,56,0007,000,MAXWELL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,56,0007,000,MAXWELL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,56,0007,000,MAXWELL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,56,0007,000,MAXWELL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,56,0037,000,HERSHEY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,56,0037,000,HERSHEY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,56,0037,000,HERSHEY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,56,0037,000,HERSHEY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,56,0037,000,HERSHEY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,56,0055,000,SUTHERLAND PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,-1.0000,11/09/2012
DI,20112012,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,-1.0000,11/09/2012
DI,20132014,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,-1.0000,11/17/2014
DI,20142015,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,-1.0000,11/13/2015
DI,20152016,56,0565,000,WALLACE PUBLIC SCH DIST 65 R,-1.0000,12/02/2016
DI,20102011,57,0501,000,STAPLETON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,57,0501,000,STAPLETON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,57,0501,000,STAPLETON PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,57,0501,000,STAPLETON PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,57,0501,000,STAPLETON PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,58,0025,000,LOUP COUNTY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,59,0001,000,MADISON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,59,0001,000,MADISON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,59,0001,000,MADISON PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,59,0001,000,MADISON PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,59,0001,000,MADISON PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.0137,11/09/2012
DI,20112012,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.0079,11/09/2012
DI,20132014,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.0097,11/17/2014
DI,20142015,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.0112,11/13/2015
DI,20152016,59,0002,000,NORFOLK PUBLIC SCHOOLS,0.0128,12/02/2016
DI,20102011,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,59,0005,000,BATTLE CREEK PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,59,0013,000,NEWMAN GROVE PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,59,0080,000,ELKHORN VALLEY SCHOOLS,-1.0000,11/09/2012
DI,20112012,59,0080,000,ELKHORN VALLEY SCHOOLS,-1.0000,11/09/2012
DI,20132014,59,0080,000,ELKHORN VALLEY SCHOOLS,-1.0000,11/17/2014
DI,20142015,59,0080,000,ELKHORN VALLEY SCHOOLS,-1.0000,11/13/2015
DI,20152016,59,0080,000,ELKHORN VALLEY SCHOOLS,-1.0000,12/02/2016
DI,20102011,60,0090,000,MC PHERSON COUNTY SCHOOLS,-1.0000,11/09/2012
DI,20112012,60,0090,000,MC PHERSON COUNTY SCHOOLS,-1.0000,11/09/2012
DI,20132014,60,0090,000,MC PHERSON COUNTY SCHOOLS,-1.0000,11/17/2014
DI,20142015,60,0090,000,MC PHERSON COUNTY SCHOOLS,-1.0000,11/13/2015
DI,20152016,60,0090,000,MC PHERSON COUNTY SCHOOLS,-1.0000,12/02/2016
DI,20102011,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,61,0004,000,CENTRAL CITY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,61,0049,000,PALMER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,61,0049,000,PALMER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,61,0049,000,PALMER PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,61,0049,000,PALMER PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,61,0049,000,PALMER PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,62,0021,000,BAYARD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,62,0021,000,BAYARD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,62,0021,000,BAYARD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,62,0021,000,BAYARD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,62,0021,000,BAYARD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,62,0063,000,BRIDGEPORT PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,63,0001,000,FULLERTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,63,0001,000,FULLERTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,63,0001,000,FULLERTON PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,63,0001,000,FULLERTON PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,63,0001,000,FULLERTON PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,63,0030,000,TWIN RIVER PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,64,0023,000,JOHNSON-BROCK PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,64,0029,000,AUBURN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,64,0029,000,AUBURN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,64,0029,000,AUBURN PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,64,0029,000,AUBURN PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,64,0029,000,AUBURN PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,65,0011,000,SUPERIOR PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,65,0011,000,SUPERIOR PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,65,0011,000,SUPERIOR PUBLIC SCHOOLS,-1.0000,11/17/2014
