Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf 
DI,20042005,40,0083,000,WOOD RIVER RURAL MS/SR HIGH,0.9641,11/09/2012
DI,20052006,40,0083,000,WOOD RIVER RURAL MS/SR HIGH,0.9575,11/09/2012
DI,20062007,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9611,11/09/2012
DI,20072008,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9612,11/09/2012
DI,20082009,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9633,11/09/2012
DI,20092010,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9592,11/09/2012
DI,20102011,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9615,11/09/2012
DI,20112012,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9639,11/09/2012
DI,20122013,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9617,07/03/2013
DI,20132014,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9653,07/07/2014
DI,20142015,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9591,08/18/2015
DI,20152016,40,0083,000,WOOD RIVER RURAL SCHOOLS,0.9621,12/12/2016
DI,20012002,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9669,11/09/2012
DI,20022003,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9614,11/09/2012
DI,20032004,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9621,11/09/2012
DI,20042005,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9664,11/09/2012
DI,20052006,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9609,11/09/2012
DI,20062007,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9622,11/09/2012
DI,20072008,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9599,11/09/2012
DI,20082009,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9620,11/09/2012
DI,20092010,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9601,11/09/2012
DI,20102011,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9645,11/09/2012
DI,20112012,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9691,11/09/2012
DI,20122013,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9636,07/03/2013
DI,20132014,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9698,07/07/2014
DI,20142015,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9634,08/18/2015
DI,20152016,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,0.9655,12/12/2016
DI,20012002,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9700,11/09/2012
DI,20022003,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9636,11/09/2012
DI,20032004,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9687,11/09/2012
DI,20042005,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9653,11/09/2012
DI,20052006,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9643,11/09/2012
DI,20062007,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9663,11/09/2012
DI,20072008,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9712,11/09/2012
DI,20082009,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9687,11/09/2012
DI,20092010,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9656,11/09/2012
DI,20102011,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9660,11/09/2012
DI,20112012,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9702,11/09/2012
DI,20122013,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9632,07/03/2013
DI,20132014,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9672,07/07/2014
DI,20142015,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9627,08/18/2015
DI,20152016,41,0002,000,GILTNER PUBLIC SCHOOLS,0.9625,12/12/2016
DI,20012002,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9747,11/09/2012
DI,20022003,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9756,11/09/2012
DI,20032004,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9787,11/09/2012
DI,20042005,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9805,11/09/2012
DI,20052006,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9770,11/09/2012
DI,20062007,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9673,11/09/2012
DI,20072008,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9730,11/09/2012
DI,20082009,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9673,11/09/2012
DI,20092010,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9687,11/09/2012
DI,20102011,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9703,11/09/2012
DI,20112012,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9668,11/09/2012
DI,20122013,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9698,07/03/2013
DI,20132014,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9637,07/07/2014
DI,20142015,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9538,08/18/2015
DI,20152016,41,0091,000,HAMPTON PUBLIC SCHOOLS,0.9573,12/12/2016
DI,20012002,41,0504,000,AURORA PUBLIC SCHOOLS,0.9631,11/09/2012
DI,20022003,41,0504,000,AURORA PUBLIC SCHOOLS,0.9658,11/09/2012
DI,20032004,41,0504,000,AURORA PUBLIC SCHOOLS,0.9634,11/09/2012
DI,20042005,41,0504,000,AURORA PUBLIC SCHOOLS,0.9715,11/09/2012
DI,20052006,41,0504,000,AURORA PUBLIC SCHOOLS,0.9687,11/09/2012
DI,20062007,41,0504,000,AURORA PUBLIC SCHOOLS,0.9655,11/09/2012
DI,20072008,41,0504,000,AURORA PUBLIC SCHOOLS,0.9637,11/09/2012
DI,20082009,41,0504,000,AURORA PUBLIC SCHOOLS,0.9663,11/09/2012
DI,20092010,41,0504,000,AURORA PUBLIC SCHOOLS,0.9736,11/09/2012
DI,20102011,41,0504,000,AURORA PUBLIC SCHOOLS,0.9770,11/09/2012
DI,20112012,41,0504,000,AURORA PUBLIC SCHOOLS,0.9698,11/09/2012
DI,20122013,41,0504,000,AURORA PUBLIC SCHOOLS,0.9658,07/03/2013
DI,20132014,41,0504,000,AURORA PUBLIC SCHOOLS,0.9666,07/07/2014
DI,20142015,41,0504,000,AURORA PUBLIC SCHOOLS,0.9636,08/18/2015
DI,20152016,41,0504,000,AURORA PUBLIC SCHOOLS,0.9632,12/12/2016
DI,20012002,42,0002,000,ALMA PUBLIC SCHOOLS,0.9623,11/09/2012
DI,20022003,42,0002,000,ALMA PUBLIC SCHOOLS,0.9612,11/09/2012
DI,20032004,42,0002,000,ALMA PUBLIC SCHOOLS,0.9604,11/09/2012
DI,20042005,42,0002,000,ALMA PUBLIC SCHOOLS,0.9645,11/09/2012
DI,20052006,42,0002,000,ALMA PUBLIC SCHOOLS,0.9655,11/09/2012
DI,20062007,42,0002,000,ALMA PUBLIC SCHOOLS,0.9571,11/09/2012
DI,20072008,42,0002,000,ALMA PUBLIC SCHOOLS,0.9694,11/09/2012
DI,20082009,42,0002,000,ALMA PUBLIC SCHOOLS,0.9698,11/09/2012
DI,20092010,42,0002,000,ALMA PUBLIC SCHOOLS,0.9620,11/09/2012
DI,20102011,42,0002,000,ALMA PUBLIC SCHOOLS,0.9638,11/09/2012
DI,20112012,42,0002,000,ALMA PUBLIC SCHOOLS,0.9680,11/09/2012
DI,20122013,42,0002,000,ALMA PUBLIC SCHOOLS,0.9635,07/03/2013
DI,20132014,42,0002,000,ALMA PUBLIC SCHOOLS,0.9631,07/07/2014
DI,20142015,42,0002,000,ALMA PUBLIC SCHOOLS,0.9634,08/18/2015
DI,20152016,42,0002,000,ALMA PUBLIC SCHOOLS,0.9651,12/12/2016
DI,20012002,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9534,11/09/2012
DI,20022003,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9571,11/09/2012
DI,20032004,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9635,11/09/2012
DI,20042005,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9487,11/09/2012
DI,20052006,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9536,11/09/2012
DI,20062007,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9495,11/09/2012
DI,20072008,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9404,11/09/2012
DI,20082009,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9461,11/09/2012
DI,20092010,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9366,11/09/2012
DI,20102011,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9307,11/09/2012
DI,20112012,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9469,11/09/2012
DI,20122013,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9512,07/03/2013
DI,20132014,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9469,07/07/2014
DI,20142015,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9316,08/18/2015
DI,20152016,43,0079,000,HAYES CENTER PUBLIC SCHOOLS,0.9268,12/12/2016
DI,20012002,44,0001,000,CULBERTSON PUBLIC SCHOOLS,,11/09/2012
DI,20022003,44,0001,000,CULBERTSON PUBLIC SCHOOLS,,11/09/2012
DI,20032004,44,0001,000,CULBERTSON PUBLIC SCHOOLS,,11/09/2012
DI,20052006,44,0001,000,CULBERTSON PUBLIC SCHOOLS,,11/09/2012
DI,20012002,44,0008,000,STRATTON PUBLIC SCHOOLS,,11/09/2012
DI,20022003,44,0008,000,STRATTON PUBLIC SCHOOLS,,11/09/2012
DI,20032004,44,0008,000,STRATTON PUBLIC SCHOOLS,,11/09/2012
DI,20052006,44,0008,000,STRATTON PUBLIC SCHOOLS,,11/09/2012
DI,20012002,44,0011,000,TRENTON PUBLIC SCHOOLS,,11/09/2012
DI,20022003,44,0011,000,TRENTON PUBLIC SCHOOLS,,11/09/2012
DI,20032004,44,0011,000,TRENTON PUBLIC SCHOOLS,,11/09/2012
DI,20052006,44,0011,000,TRENTON PUBLIC SCHOOLS,,11/09/2012
DI,20082009,44,0070,000,HITCHCOCK CO SCH SYSTEM,0.9398,11/09/2012
DI,20092010,44,0070,000,HITCHCOCK CO SCH SYSTEM,0.9451,11/09/2012
DI,20102011,44,0070,000,HITCHCOCK CO SCH SYSTEM,0.9455,11/09/2012
DI,20112012,44,0070,000,HITCHCOCK CO SCH SYSTEM,0.9515,11/09/2012
DI,20122013,44,0070,000,HITCHCOCK CO SCH SYSTEM,0.9535,07/03/2013
DI,20132014,44,0070,000,HITCHCOCK CO SCH SYSTEM,0.9561,07/07/2014
DI,20142015,44,0070,000,HITCHCOCK CO SCH SYSTEM,0.9520,08/18/2015
DI,20152016,44,0070,000,HITCHCOCK CO SCH SYSTEM,0.9462,12/12/2016
DI,20012002,44,2001,000,HITCHCOCK CO UNIFIED SCH SYSTM,0.9525,11/09/2012
DI,20022003,44,2001,000,HITCHCOCK CO UNIFIED SCH SYSTM,0.9493,11/09/2012
DI,20032004,44,2001,000,HITCHCOCK CO UNIFIED SCH SYSTM,0.9593,11/09/2012
DI,20042005,44,2001,000,HITCHCOCK CO UNIFIED SCH SYSTM,0.9688,11/09/2012
DI,20052006,44,2001,000,HITCHCOCK CO UNIFIED SCH SYSTM,0.9611,11/09/2012
DI,20062007,44,2001,000,HITCHCOCK CO UNIFIED SCH SYSTM,0.9564,11/09/2012
DI,20072008,44,2001,000,HITCHCOCK CO UNIFIED SCH SYSTM,0.9438,11/09/2012
DI,20012002,45,0002,000,PAGE PUBLIC SCHOOL,0.9818,11/09/2012
DI,20022003,45,0002,000,PAGE PUBLIC SCHOOL,0.9746,11/09/2012
DI,20032004,45,0002,000,PAGE PUBLIC SCHOOL,0.9800,11/09/2012
DI,20042005,45,0002,000,PAGE PUBLIC SCHOOL,0.9724,11/09/2012
DI,20052006,45,0002,000,PAGE PUBLIC SCHOOL,0.9602,11/09/2012
DI,20012002,45,0003,000,REDBIRD PUBLIC SCHOOL,0.9740,11/09/2012
DI,20022003,45,0003,000,REDBIRD PUBLIC SCHOOL,0.9800,11/09/2012
DI,20032004,45,0003,000,REDBIRD PUBLIC SCHOOL,0.9925,11/09/2012
DI,20042005,45,0003,000,REDBIRD PUBLIC SCHOOL,0.9575,11/09/2012
DI,20052006,45,0003,000,REDBIRD PUBLIC SCHOOL,0.9750,11/09/2012
DI,20012002,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9521,11/09/2012
DI,20022003,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9401,11/09/2012
DI,20032004,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9418,11/09/2012
DI,20042005,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9516,11/09/2012
DI,20052006,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9481,11/09/2012
DI,20062007,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9392,11/09/2012
DI,20072008,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9458,11/09/2012
DI,20082009,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9434,11/09/2012
DI,20092010,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9410,11/09/2012
DI,20102011,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9517,11/09/2012
DI,20112012,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9521,11/09/2012
DI,20122013,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9499,07/03/2013
DI,20132014,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9511,07/07/2014
DI,20142015,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9460,08/18/2015
DI,20152016,45,0007,000,O'NEILL PUBLIC SCHOOLS,0.9544,12/12/2016
DI,20012002,45,0020,000,EMMET PUBLIC SCHOOL,0.9800,11/09/2012
DI,20022003,45,0020,000,EMMET PUBLIC SCHOOL,0.9762,11/09/2012
DI,20032004,45,0020,000,EMMET PUBLIC SCHOOL,0.9710,11/09/2012
DI,20042005,45,0020,000,EMMET PUBLIC SCHOOL,0.9747,11/09/2012
DI,20052006,45,0020,000,EMMET PUBLIC SCHOOL,0.9817,11/09/2012
DI,20012002,45,0022,000,DUSTIN PUBLIC SCHOOL,0.9583,11/09/2012
DI,20022003,45,0022,000,DUSTIN PUBLIC SCHOOL,0.9825,11/09/2012
DI,20012002,45,0025,000,WEST HOLT RURAL HIGH SCHOOL,0.9498,11/09/2012
DI,20022003,45,0025,000,WEST HOLT RURAL HIGH SCHOOL,0.9270,11/09/2012
DI,20032004,45,0025,000,WEST HOLT RURAL HIGH SCHOOL,0.9622,11/09/2012
DI,20042005,45,0025,000,WEST HOLT RURAL HIGH SCHOOL,0.9598,11/09/2012
DI,20052006,45,0025,000,WEST HOLT RURAL HIGH SCHOOL,0.9575,11/09/2012
DI,20012002,45,0027,000,MEEK PUBLIC SCHOOL,0.9440,11/09/2012
DI,20022003,45,0027,000,MEEK PUBLIC SCHOOL,0.9950,11/09/2012
DI,20032004,45,0027,000,MEEK PUBLIC SCHOOL,0.9900,11/09/2012
DI,20042005,45,0027,000,MEEK PUBLIC SCHOOL,,11/09/2012
DI,20012002,45,0029,000,EWING PUBLIC SCHOOLS,0.9564,11/09/2012
DI,20022003,45,0029,000,EWING PUBLIC SCHOOLS,0.9696,11/09/2012
DI,20032004,45,0029,000,EWING PUBLIC SCHOOLS,0.9528,11/09/2012
DI,20042005,45,0029,000,EWING PUBLIC SCHOOLS,0.9341,11/09/2012
DI,20052006,45,0029,000,EWING PUBLIC SCHOOLS,0.9411,11/09/2012
DI,20062007,45,0029,000,EWING PUBLIC SCHOOLS,0.9297,11/09/2012
DI,20072008,45,0029,000,EWING PUBLIC SCHOOLS,0.9650,11/09/2012
DI,20082009,45,0029,000,EWING PUBLIC SCHOOLS,0.9758,11/09/2012
DI,20092010,45,0029,000,EWING PUBLIC SCHOOLS,0.9811,11/09/2012
DI,20102011,45,0029,000,EWING PUBLIC SCHOOLS,0.9863,11/09/2012
DI,20112012,45,0029,000,EWING PUBLIC SCHOOLS,0.9873,11/09/2012
DI,20122013,45,0029,000,EWING PUBLIC SCHOOLS,0.9841,07/03/2013
DI,20132014,45,0029,000,EWING PUBLIC SCHOOLS,0.9760,07/07/2014
DI,20142015,45,0029,000,EWING PUBLIC SCHOOLS,0.9729,08/18/2015
DI,20152016,45,0029,000,EWING PUBLIC SCHOOLS,0.9784,12/12/2016
DI,20012002,45,0030,000,INMAN PUBLIC SCHOOL,0.9715,11/09/2012
DI,20022003,45,0030,000,INMAN PUBLIC SCHOOL,0.9635,11/09/2012
DI,20032004,45,0030,000,INMAN PUBLIC SCHOOL,0.9752,11/09/2012
DI,20042005,45,0030,000,INMAN PUBLIC SCHOOL,0.9700,11/09/2012
DI,20052006,45,0030,000,INMAN PUBLIC SCHOOL,0.9658,11/09/2012
DI,20012002,45,0035,000,DIST 035 - HOLT COUNTY,0.9900,11/09/2012
DI,20012002,45,0044,000,STUART PUBLIC SCHOOLS,0.9622,11/09/2012
DI,20022003,45,0044,000,STUART PUBLIC SCHOOLS,0.9581,11/09/2012
DI,20032004,45,0044,000,STUART PUBLIC SCHOOLS,0.9629,11/09/2012
DI,20042005,45,0044,000,STUART PUBLIC SCHOOLS,0.9614,11/09/2012
DI,20052006,45,0044,000,STUART PUBLIC SCHOOLS,0.9600,11/09/2012
DI,20062007,45,0044,000,STUART PUBLIC SCHOOLS,0.9595,11/09/2012
DI,20072008,45,0044,000,STUART PUBLIC SCHOOLS,0.9587,11/09/2012
DI,20082009,45,0044,000,STUART PUBLIC SCHOOLS,0.9604,11/09/2012
DI,20092010,45,0044,000,STUART PUBLIC SCHOOLS,0.9609,11/09/2012
DI,20102011,45,0044,000,STUART PUBLIC SCHOOLS,0.9644,11/09/2012
DI,20112012,45,0044,000,STUART PUBLIC SCHOOLS,0.9666,11/09/2012
DI,20122013,45,0044,000,STUART PUBLIC SCHOOLS,0.9699,07/03/2013
DI,20132014,45,0044,000,STUART PUBLIC SCHOOLS,0.9690,07/07/2014
DI,20142015,45,0044,000,STUART PUBLIC SCHOOLS,0.9655,08/18/2015
DI,20152016,45,0044,000,STUART PUBLIC SCHOOLS,0.9671,12/12/2016
DI,20012002,45,0046,000,SUNNYBROOK PUBLIC SCHOOL,0.9900,11/09/2012
DI,20012002,45,0049,000,STARVIEW PUBLIC SCHOOL,0.9694,11/09/2012
DI,20022003,45,0049,000,STARVIEW PUBLIC SCHOOL,0.9794,11/09/2012
DI,20032004,45,0049,000,STARVIEW PUBLIC SCHOOL,0.9525,11/09/2012
DI,20042005,45,0049,000,STARVIEW PUBLIC SCHOOL,0.9750,11/09/2012
DI,20052006,45,0049,000,STARVIEW PUBLIC SCHOOL,0.9650,11/09/2012
DI,20012002,45,0053,000,PHOENIX PUBLIC SCHOOL,0.9740,11/09/2012
DI,20022003,45,0053,000,PHOENIX PUBLIC SCHOOL,0.9700,11/09/2012
DI,20032004,45,0053,000,PHOENIX PUBLIC SCHOOL,0.9675,11/09/2012
DI,20042005,45,0053,000,PHOENIX PUBLIC SCHOOL,0.9567,11/09/2012
DI,20012002,45,0060,000,OPPORTUNITY PUBLIC SCHOOL,0.9800,11/09/2012
DI,20022003,45,0060,000,OPPORTUNITY PUBLIC SCHOOL,0.9706,11/09/2012
DI,20032004,45,0060,000,OPPORTUNITY PUBLIC SCHOOL,0.9600,11/09/2012
DI,20042005,45,0060,000,OPPORTUNITY PUBLIC SCHOOL,0.9600,11/09/2012
DI,20052006,45,0060,000,OPPORTUNITY PUBLIC SCHOOL,0.9650,11/09/2012
DI,20012002,45,0074,000,UNION PUBLIC SCHOOL,0.9678,11/09/2012
DI,20022003,45,0074,000,UNION PUBLIC SCHOOL,0.9654,11/09/2012
DI,20032004,45,0074,000,UNION PUBLIC SCHOOL,0.9675,11/09/2012
DI,20042005,45,0074,000,UNION PUBLIC SCHOOL,0.9582,11/09/2012
DI,20052006,45,0074,000,UNION PUBLIC SCHOOL,0.9669,11/09/2012
DI,20012002,45,0076,000,DIST 076 - HOLT COUNTY,0.9700,11/09/2012
DI,20012002,45,0089,000,PLEASANT VIEW PUBLIC SCHOOL,0.9783,11/09/2012
DI,20022003,45,0089,000,PLEASANT VIEW PUBLIC SCHOOL,0.9791,11/09/2012
DI,20032004,45,0089,000,PLEASANT VIEW PUBLIC SCHOOL,0.9960,11/09/2012
DI,20042005,45,0089,000,PLEASANT VIEW PUBLIC SCHOOL,0.9880,11/09/2012
DI,20052006,45,0089,000,PLEASANT VIEW PUBLIC SCHOOL,0.9733,11/09/2012
DI,20012002,45,0090,000,DIST 090 - HOLT COUNTY,0.9900,11/09/2012
DI,20022003,45,0090,000,DIST 090 - HOLT COUNTY,0.9925,11/09/2012
DI,20032004,45,0090,000,DIST 090 - HOLT COUNTY,0.9900,11/09/2012
DI,20042005,45,0090,000,DIST 090 - HOLT COUNTY,0.9960,11/09/2012
DI,20052006,45,0090,000,DIST 090 - HOLT COUNTY,0.9860,11/09/2012
DI,20012002,45,0102,000,DIST 102 - HOLT COUNTY,0.9338,11/09/2012
DI,20022003,45,0102,000,DIST 102 - HOLT COUNTY,0.9487,11/09/2012
DI,20032004,45,0102,000,DIST 102 - HOLT COUNTY,0.9516,11/09/2012
DI,20042005,45,0102,000,DIST 102 - HOLT COUNTY,0.9443,11/09/2012
DI,20012002,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9710,11/09/2012
DI,20022003,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9680,11/09/2012
DI,20032004,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9695,11/09/2012
DI,20042005,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9651,11/09/2012
DI,20052006,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9700,11/09/2012
DI,20062007,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9649,11/09/2012
DI,20072008,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9703,11/09/2012
DI,20082009,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9681,11/09/2012
DI,20092010,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9646,11/09/2012
DI,20102011,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9590,11/09/2012
DI,20112012,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9635,11/09/2012
DI,20122013,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9605,07/03/2013
DI,20132014,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9638,07/07/2014
DI,20142015,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9601,08/18/2015
DI,20152016,45,0137,000,CHAMBERS PUBLIC SCHOOLS,0.9633,12/12/2016
DI,20012002,45,0147,000,DIST 147 - HOLT COUNTY,0.9297,11/09/2012
DI,20022003,45,0147,000,DIST 147 - HOLT COUNTY,,11/09/2012
DI,20012002,45,0165,000,DIST 165 - HOLT COUNTY,0.9700,11/09/2012
DI,20022003,45,0165,000,DIST 165 - HOLT COUNTY,0.9950,11/09/2012
DI,20032004,45,0165,000,DIST 165 - HOLT COUNTY,0.9700,11/09/2012
DI,20012002,45,0180,000,RIDGEWAY PUBLIC SCHOOL,0.9769,11/09/2012
DI,20022003,45,0180,000,RIDGEWAY PUBLIC SCHOOL,0.9695,11/09/2012
DI,20032004,45,0180,000,RIDGEWAY PUBLIC SCHOOL,0.9569,11/09/2012
DI,20042005,45,0180,000,RIDGEWAY PUBLIC SCHOOL,0.9511,11/09/2012
DI,20052006,45,0180,000,RIDGEWAY PUBLIC SCHOOL,0.9778,11/09/2012
DI,20012002,45,0210,000,CLOVER COVE PUBLIC SCHOOL,0.9249,11/09/2012
DI,20022003,45,0210,000,CLOVER COVE PUBLIC SCHOOL,0.9555,11/09/2012
DI,20032004,45,0210,000,CLOVER COVE PUBLIC SCHOOL,0.9467,11/09/2012
DI,20042005,45,0210,000,CLOVER COVE PUBLIC SCHOOL,0.9718,11/09/2012
DI,20052006,45,0210,000,CLOVER COVE PUBLIC SCHOOL,0.9631,11/09/2012
DI,20012002,45,0228,000,AMELIA PUBLIC SCHOOL,0.9620,11/09/2012
DI,20022003,45,0228,000,AMELIA PUBLIC SCHOOL,0.9733,11/09/2012
DI,20012002,45,0238,000,DIST 238 - HOLT COUNTY,,11/09/2012
DI,20062007,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9536,11/09/2012
DI,20072008,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9525,11/09/2012
DI,20082009,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9577,11/09/2012
DI,20092010,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9534,11/09/2012
DI,20102011,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9538,11/09/2012
DI,20112012,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9519,11/09/2012
DI,20122013,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9532,07/03/2013
DI,20132014,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9494,07/07/2014
DI,20142015,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9561,08/18/2015
DI,20152016,45,0239,000,WEST HOLT PUBLIC SCHOOLS,0.9514,12/12/2016
DI,20012002,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9629,11/09/2012
DI,20022003,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9654,11/09/2012
DI,20032004,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9670,11/09/2012
DI,20042005,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9617,11/09/2012
DI,20052006,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9591,11/09/2012
DI,20062007,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9607,11/09/2012
DI,20072008,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9594,11/09/2012
DI,20082009,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9603,11/09/2012
DI,20092010,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9517,11/09/2012
DI,20102011,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9562,11/09/2012
DI,20112012,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20122013,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9678,07/03/2013
DI,20132014,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9672,07/07/2014
DI,20142015,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9636,08/18/2015
DI,20152016,46,0001,000,MULLEN PUBLIC SCHOOLS,0.9678,12/12/2016
DI,20012002,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9604,11/09/2012
DI,20022003,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9561,11/09/2012
DI,20032004,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9561,11/09/2012
DI,20042005,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9596,11/09/2012
DI,20052006,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9612,11/09/2012
DI,20062007,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9569,11/09/2012
DI,20072008,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9635,11/09/2012
DI,20082009,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9649,11/09/2012
